,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
7712,0.855,0.695,-5.595,0.0367,0.203,0.00208,0.29,0.615,132.188,2UFQi6Zr1yeaaUaUmbw4ZI,245253
7713,0.939,0.635,-4.423,0.0345,0.482,5.72e-05,0.133,0.843,130.937,0D0hqpMEi4aHukh8zP5gSF,262587
7714,0.751,0.705,-5.593,0.0299,0.16,0.0,0.296,0.928,124.989,0yBC5WuIxbsVfT9rxh0C9z,177547
7715,0.764,0.739,-6.422,0.0574,0.403,0.0,0.0821,0.77,132.995,0jr6tT2vc4cIFPHb6wufG3,252253
7716,0.624,0.521,-7.385,0.0314,0.772,3.55e-06,0.161,0.76,121.952,0iPih0VIvzwUW8QSURL8hV,266320
7717,0.648,0.442,-9.895,0.0487,0.625,0.0,0.757,0.962,157.702,5MghSaEvkfuqDJLhRdY30o,194400
7718,0.904,0.686,-5.923,0.0387,0.0908,4.6e-05,0.0669,0.896,132.107,6Yeiqec7xM5qssOH1FWV1g,239867
7719,0.875,0.627,-5.626,0.0377,0.473,2.06e-05,0.0761,0.97,140.038,5a7AwolGAcBjZgNQDhRrLm,251429
7720,0.812,0.506,-10.729,0.0533,0.143,0.0,0.132,0.701,125.941,217bRMES4HVbPdUe8l8ECN,238720
7721,0.74,0.47,-7.877,0.0517,0.727,0.000109,0.0333,0.965,148.294,7HaK3CjawpQc6kKJXAIrcw,269493
7722,0.818,0.463,-7.325,0.0544,0.249,1.24e-06,0.0854,0.941,133.911,2w9o0Yw1XYF3mmXMS82Vyp,301920
7723,0.754,0.459,-12.759,0.0632,0.166,0.00012,0.0479,0.888,82.068,2QesqG94HS8ONoB8yr0vec,238453
7724,0.721,0.558,-7.68,0.0285,0.785,0.0,0.117,0.958,120.211,5FNE4lOC3iU9ItMxlt5NdG,184707
7725,0.582,0.505,-8.927,0.0376,0.415,0.0,0.241,0.913,140.883,2jEgfmOjkzmdI8FFqNHrrf,237373
7726,0.878,0.594,-6.548,0.0443,0.135,7.67e-05,0.0692,0.916,134.718,6YhrPNvIJga1ACuEmsyaPO,221080
7727,0.887,0.667,-4.235,0.0347,0.312,0.0,0.0856,0.962,129.969,7wPbkC6evy2aeDSpH99C0H,239987
7728,0.93,0.624,-4.966,0.0373,0.175,1.52e-05,0.096,0.826,124.999,5Xg9feC7RNaUO5x3Ns0yyE,283560
7729,0.835,0.779,-3.869,0.033,0.422,0.0,0.091,0.859,126.006,5aKtF99Easewgyk5JDuJAd,282708
7730,0.916,0.58,-6.333,0.0427,0.162,0.0,0.174,0.877,109.962,18jpbSZVA950uq9JiwahHQ,170000
7731,0.92,0.721,-3.402,0.0457,0.209,7.21e-06,0.0707,0.914,125.097,4Z5KC5Oai5rYP0tXWKRUZr,254347
7732,0.857,0.815,-4.598,0.0545,0.191,3.12e-06,0.118,0.938,130.012,34xtzPLF5pPZ8MTewOdBvx,263693
7733,0.898,0.669,-6.618,0.0356,0.0835,1.92e-06,0.0837,0.84,125.136,18tS6OYnEJfHWokX62T322,245867
7734,0.902,0.561,-6.902,0.0406,0.0916,8.73e-05,0.302,0.964,134.971,33lOsXDjSYVgjaTkNcXCFA,472547
7735,0.688,0.665,-7.257,0.032,0.307,0.000655,0.106,0.946,97.065,5aR6lC6PrUv9wwOboa5SJ8,160051
7736,0.756,0.671,-5.399,0.0993,0.0346,0.0204,0.0225,0.967,97.425,4DT7amzC7kRipgLP0BHQhp,231706
7737,0.601,0.674,-5.446,0.0876,0.544,0.0,0.0798,0.919,91.808,6uba6FMkBMkQGzDhzXnPf3,224183
7738,0.654,0.407,-19.039,0.0561,0.288,0.000143,0.142,0.924,104.074,10x5PudEyF7IE3vtvxR36L,248320
7739,0.784,0.638,-9.993,0.0436,0.424,0.000273,0.0696,0.964,106.489,09O9DuujukU2Nm4Q2owQvk,251000
7740,0.76,0.767,-7.637,0.0366,0.199,0.000457,0.103,0.964,103.461,5kyyzquBdNuJis2kVC4GmT,242918
7741,0.779,0.612,-8.521,0.0422,0.242,0.0,0.0454,0.874,98.258,7pjSbRfTwv6sk8lHCWquZI,174733
7742,0.773,0.709,-7.295,0.172,0.302,0.000491,0.0474,0.852,106.623,1pCNUXYpoEzI4eA38NgHcz,287147
7743,0.789,0.68,-7.108,0.0431,0.0985,0.149,0.11,0.668,107.245,19J8yoEtrBYtCNP9eOBAcz,220355
7744,0.781,0.541,-6.292,0.0392,0.196,0.000353,0.0906,0.832,133.792,6YKKSegyatUenOnrb7yIPG,226987
7745,0.718,0.625,-5.911,0.0381,0.349,0.000176,0.378,0.906,137.99,2yFGylyE6vbZQKXVZcvWFj,206613
7746,0.679,0.578,-6.793,0.0299,0.82,0.000862,0.077,0.954,105.879,6aC3ILVo8AVqQHFJBFyJd0,226744
7747,0.812,0.644,-7.026,0.0501,0.121,0.00014,0.0417,0.824,91.046,0j4yCgCJGgVZFayuTDfmO4,237587
7748,0.738,0.788,-4.965,0.0458,0.185,0.0843,0.0966,0.889,93.731,6Y7KIvMq6trQuuQy49x56P,172513
7749,0.629,0.495,-9.018,0.0555,0.343,0.0,0.0856,0.963,178.61,4J9rPbFgjPVgtarnfIULsq,190147
7750,0.721,0.523,-5.713,0.0431,0.594,0.0404,0.0964,0.902,96.484,2FGq9QwHdXzZdAjEazma3B,182715
7751,0.66,0.813,-5.382,0.0487,0.343,8.58e-05,0.123,0.913,103.945,746BX8eh7gTFJUaVwF3Hpk,246733
7752,0.682,0.666,-8.489,0.195,0.115,0.0,0.0777,0.947,95.743,1OR9vUR4URg9F6uPcSxKmd,216573
7753,0.678,0.678,-7.098,0.0469,0.415,0.0,0.26,0.96,109.55,4haHmvIxxZDz1ZP879nMpA,209387
7754,0.829,0.658,-4.454,0.0291,0.36,2.01e-05,0.0682,0.768,99.958,3PK2fXwMlbsIHtMRlHyqsD,255080
7755,0.874,0.375,-10.777,0.256,0.735,2.9e-05,0.0425,0.93,108.273,4beJkTMCJBf6oGZo0Ws3Qd,203311
7756,0.833,0.626,-7.798,0.0697,0.0225,7.83e-06,0.0893,0.703,96.625,5s2OhbqW2GN75afWXmwC9C,235880
7757,0.881,0.882,-4.548,0.0655,0.347,0.0,0.297,0.939,108.973,6ZwXnsVZSfjwiyuurtQMv8,221577
7758,0.567,0.693,-7.486,0.107,0.142,0.0,0.135,0.946,184.354,5TERnnIt4srFtbcKSnBIzG,163067
7759,0.805,0.771,-4.689,0.0608,0.0731,1.37e-06,0.0537,0.841,121.895,1CkC4DWgPvj4eEMgxcs0me,162827
7760,0.794,0.449,-11.958,0.0523,0.093,0.0131,0.0745,0.891,90.988,36HLnc3cgXgy35qN4bI4ds,194947
7761,0.896,0.606,-8.649,0.0603,0.0296,0.0,0.0862,0.949,95.059,5UcFBZjRxPH4fQbRrkGwjT,240039
7762,0.855,0.457,-12.351,0.0511,0.0129,0.00692,0.0688,0.839,99.983,1pK8smh0rbj6KS10ay3nFm,231187
7763,0.871,0.67,-4.969,0.0538,0.129,1.9e-05,0.239,0.962,105.278,0shyNPN3qd4FSXqqiwbP04,218240
7764,0.438,0.637,-5.25,0.0455,0.307,0.00461,0.214,0.967,203.309,5G9zTiOzuF1wONxSuXHg33,220021
7765,0.743,0.858,-5.836,0.0369,0.142,5.78e-06,0.311,0.917,104.815,2cUKBUN66IsL9lc8PdISQY,234707
7766,0.633,0.915,-3.874,0.0443,0.477,0.00292,0.357,0.96,189.306,31B9xbxWwOBIV0JWT6nKAN,280267
7767,0.836,0.752,-5.509,0.0434,0.455,0.0,0.0972,0.96,98.156,36w2Zuq0y7tyasSgGhW8YJ,261042
7768,0.711,0.658,-6.253,0.0752,0.0767,0.0437,0.149,0.835,99.272,5hbxmcmGTX3DXtPtamgXGI,240507
7769,0.547,0.737,-7.125,0.0995,0.341,0.00287,0.0784,0.94,203.772,0wPpztRZgvcRCdk3jtHS7r,212293
7770,0.641,0.743,-7.445,0.166,0.0855,1.79e-05,0.15,0.875,109.99,3HFtZAQUEo6SxVOqvs9o2u,271053
7771,0.917,0.501,-8.041,0.057,0.45,0.0,0.0137,0.96,106.809,0XpkNGlNxymDTXO1SzcWDN,173667
7772,0.776,0.791,-6.551,0.0415,0.275,1.64e-05,0.143,0.961,107.954,02bm1KDGRX3saB1iupRa3h,252187
7773,0.837,0.76,-7.343,0.0354,0.125,1.56e-05,0.0354,0.916,99.022,4zlVIFIhND6k0lFkqbJoKz,236101
7774,0.786,0.785,-4.101,0.036,0.635,0.000883,0.0351,0.701,112.187,2lfy8GLB0hHrFilvzzx2Hp,211133
7775,0.705,0.635,-8.558,0.0836,0.482,9.59e-05,0.101,0.929,127.914,0hmEuG8hDO0B9B7zgiK8iH,329055
7776,0.757,0.865,-4.982,0.0632,0.0494,1.29e-06,0.112,0.927,101.013,3bN6xmjZcrmYe4uNfZheLo,192029
7777,0.469,0.841,-5.103,0.0517,0.624,0.00011,0.151,0.903,199.436,3Z6UfXdCXaKIdReCsICcJy,159560
7778,0.892,0.47,-10.186,0.109,0.0948,1.68e-05,0.0567,0.968,131.005,79RRXel7bjt3w7HiuwMBua,207726
7779,0.696,0.662,-7.731,0.0591,0.161,0.000316,0.312,0.778,93.844,28EWM0qJ09oupIAhNEeLlK,219427
7780,0.739,0.715,-4.778,0.032,0.208,0.00016,0.0715,0.802,93.009,2tyEPvpKX4m20YOGo5W6O4,216987
7781,0.665,0.716,-5.123,0.0356,0.586,0.0,0.337,0.89,94.832,5XiPB5LLIZZCX9372ujFyR,280987
7782,0.635,0.735,-10.73,0.0648,0.0142,0.715,0.301,0.963,96.994,3RXhO8IlQNwnH6FFXBYQMn,282520
7783,0.852,0.707,-5.557,0.0307,0.0724,7.29e-05,0.0517,0.939,104.995,3oXF0sRycbyJUDRd5BqTUw,249773
7784,0.723,0.816,-5.773,0.0524,0.0111,0.106,0.0903,0.969,113.992,3WX7JQzQpkw73VRXJNWiaL,192747
7785,0.754,0.716,-7.03,0.101,0.115,0.0,0.0413,0.964,107.831,6PZJ0KGPouPGsA2PQnSth7,235651
7786,0.775,0.597,-6.226,0.0799,0.684,0.0277,0.0549,0.797,104.405,1xUnw78S9Wc2HDSQLQtvnK,245747
7787,0.707,0.527,-6.278,0.0684,0.553,4.76e-06,0.0716,0.961,199.791,5HgKroS6MpQhc5rRHCrdbq,260625
7788,0.804,0.872,-6.314,0.0374,0.339,0.00256,0.0993,0.854,106.22,0cJhHsAFtBZpBLiXdkTqCq,240719
7789,0.701,0.64,-7.464,0.0415,0.134,1.5e-06,0.053,0.964,105.197,1vXifueAG8yxwZogrwkT0M,225747
7790,0.696,0.621,-9.166,0.0521,0.386,0.0238,0.123,0.97,97.061,5tHLI9JQD1n9w8wapOyvXx,226950
7791,0.647,0.467,-7.875,0.0639,0.251,3.02e-06,0.138,0.669,82.914,0BEfEBDhOY6yTrkUdFFnBE,267453
7792,0.75,0.653,-6.664,0.0525,0.68,0.0,0.0579,0.975,118.149,0ie3rRdDbyHlyq7qvIT0Z7,187064
7793,0.548,0.524,-10.696,0.0352,0.0854,0.741,0.143,0.962,98.395,5eN99m5vWU5CSKQcBZtMPG,195533
7794,0.841,0.659,-4.398,0.0336,0.173,1.97e-05,0.0904,0.885,92.053,6rr0rn4s13gh6ZgfSlen9n,234293
7795,0.799,0.813,-7.058,0.0393,0.208,0.691,0.263,0.963,107.98,00mCaXwfEyh1UHvqrBHzoH,244533
7796,0.747,0.615,-7.719,0.0568,0.617,0.000117,0.0591,0.965,101.625,0uy25GJVvIL2qhCYoR676k,213866
7797,0.707,0.544,-8.357,0.0531,0.503,1.31e-06,0.0893,0.962,97.86,20BWoeskjO1hOvct1Zsbvd,209293
7798,0.823,0.689,-5.818,0.0407,0.188,0.0,0.0485,0.97,137.492,2cnCIOkMlCKaojxUfPGXqi,172119
7799,0.727,0.627,-9.024,0.0566,0.146,0.000633,0.358,0.857,96.684,2tcv4KCa1jPl0DuOm5pkJv,176509
7800,0.743,0.643,-6.186,0.0708,0.735,0.00167,0.113,0.963,97.897,7zSluZ0cnnNomeIGYSThMm,235240
7801,0.818,0.733,-4.928,0.0388,0.0351,0.00149,0.189,0.841,92.984,49sJMAkYA9qi2rDVGdRu9W,224307
7802,0.705,0.441,-11.704,0.0982,0.635,6.05e-06,0.137,0.891,107.106,6T6InJ44cIVPkJVAMLwe80,174293
7803,0.686,0.705,-9.03,0.0582,0.125,0.0167,0.261,0.693,101.66,0q76Yr9Me32FyvIB0hLflr,230427
7804,0.747,0.537,-8.2,0.0423,0.583,2.04e-05,0.217,0.869,103.9,5t1feZXRvi9xSFNEEMuboe,183229
7805,0.621,0.497,-9.534,0.0368,0.177,0.0116,0.0654,0.889,205.795,405GmVjJfuEvrH8kKtS4iS,226333
7806,0.602,0.648,-6.718,0.0343,0.103,0.0583,0.0789,0.904,197.806,3mSj5SqZSfSWQl9be54QPM,275147
7807,0.548,0.524,-10.696,0.0352,0.0854,0.741,0.143,0.962,98.395,5eN99m5vWU5CSKQcBZtMPG,195533
7808,0.881,0.882,-4.548,0.0655,0.347,0.0,0.297,0.939,108.973,6ZwXnsVZSfjwiyuurtQMv8,221577
7809,0.843,0.458,-11.818,0.0611,0.346,0.000348,0.125,0.954,114.252,3rjDI6I3lNyQfOlBU1SOqd,210560
7810,0.709,0.776,-7.859,0.0534,0.608,5.12e-05,0.0965,0.93,93.614,6brImSQQHhgaNGRzs5wuXs,274093
7811,0.686,0.723,-7.067,0.0363,0.105,0.0,0.264,0.975,112.204,5Ocn6dZ3BJFPWh4ylwFXtn,214360
7812,0.8,0.639,-5.193,0.039,0.342,0.00017,0.0877,0.712,91.595,4EdOs6eV0rmU4R1k75PslT,235880
7813,0.805,0.627,-6.66,0.0585,0.145,4.81e-06,0.0579,0.962,92.842,45KBeESt2cjJEysygY26DC,195448
7814,0.612,0.631,-7.418,0.0449,0.155,4.85e-05,0.129,0.767,96.155,2FtjaDTZOsJCjFWuNXqJUl,280880
7815,0.875,0.579,-6.801,0.0445,0.388,0.0103,0.0896,0.855,105.084,600dZrg589AF9rtNoBuxme,229680
7816,0.787,0.54,-6.973,0.0498,0.492,0.000654,0.181,0.967,129.949,3Dw69iKKgj2U3JzeeftBbx,214840
7817,0.854,0.491,-10.82,0.045,0.0777,0.0,0.0436,0.961,103.322,7q82VvrWXF2ENfLkCZzSAD,216712
7818,0.658,0.73,-5.227,0.0822,0.258,8.12e-05,0.25,0.967,201.146,0ssqgnophRd5RwaOVyEC3l,206387
7819,0.83,0.764,-4.535,0.0577,0.17,1.21e-06,0.0731,0.965,95.417,3QB8UyfYerrRIuBalCnGrO,203651
7820,0.534,0.672,-4.897,0.165,0.395,0.0,0.156,0.966,205.15,0QqYXPveMFCn3lGo9FmeT3,227907
7821,0.559,0.906,-7.735,0.135,0.0229,0.0372,0.301,0.864,218.112,07hFsMFjwlAPFkfHIXr8j7,300799
7822,0.747,0.383,-13.538,0.24,0.458,0.69,0.261,0.808,92.317,5RF6Z68ugujGPK69CGxXhj,189573
7823,0.775,0.704,-12.542,0.0633,0.46,0.559,0.208,0.471,100.002,10glJ8ARN1G9ESFF9s00yk,347600
7824,0.632,0.867,-8.289,0.0447,0.615,0.29,0.153,0.922,156.338,0DxpffgjnVzFpyldTAskDI,411040
7825,0.825,0.817,-5.373,0.0734,0.00625,0.773,0.114,0.533,117.988,0PScxqVsG6O2Cqvg4VMgmF,467817
7826,0.711,0.734,-11.268,0.0353,0.00411,0.937,0.157,0.0631,118.01,6biTy6ysJHR2Fhjlz4n8Ls,366102
7827,0.72,0.887,-7.418,0.0529,0.0275,0.849,0.105,0.79,104.011,0FoI2Vc2D7S4XNDykwZ8ig,211998
7828,0.825,0.655,-7.285,0.151,0.242,0.77,0.0814,0.875,108.669,6R0y27DQBMKy9UEuyhuRYe,164765
7829,0.92,0.785,-5.945,0.123,0.0309,0.000184,0.08,0.597,106.006,2H7RwMbUf3vPikcb5XBaBH,246867
7830,0.801,0.948,-2.414,0.0388,0.118,0.000247,0.229,0.828,115.008,5s3936VbCpdkM0ogKWE8Nn,203693
7831,0.677,0.636,-7.348,0.0377,0.351,0.00444,0.146,0.932,107.75,6O8Y69C8igAVinCgkytqTw,240695
7832,0.835,0.665,-8.108,0.063,0.149,0.396,0.0802,0.692,106.006,7KzrfldjfaOcQ3k31wBcni,276267
7833,0.773,0.532,-11.297,0.0674,0.00278,0.86,0.0449,0.389,99.993,2mDpaQWRfsXtymj7JhVOEE,390223
7834,0.759,0.931,-7.526,0.0448,0.0772,0.864,0.0878,0.964,101.015,1GXx5iHLqwv0uDT6mbkbkw,297259
7835,0.666,0.747,-6.374,0.0413,0.0823,0.31,0.164,0.905,79.999,32UjMjXfLhBrXjAB83ecPI,207688
7836,0.753,0.964,-3.599,0.169,0.126,2.04e-06,0.247,0.288,94.034,3XmVh0Sb52BroJP3OfWWLs,212000
7837,0.577,0.84,-6.304,0.0321,0.0417,0.948,0.384,0.963,95.7,3ipVBNa5J5dcHzmO3dDeVf,124026
7838,0.65,0.912,-4.823,0.038,0.233,0.00255,0.327,0.847,88.953,4HkvIMnJQDpibxLT4BmvKn,210475
7839,0.888,0.57,-11.023,0.0641,0.0283,0.852,0.0692,0.502,114.029,592zo7eza74VVGOXHvH8qT,253735
7840,0.907,0.522,-9.835,0.132,0.0342,0.000235,0.043,0.856,109.967,0C2qACpimuetXmxOj4i2CZ,178909
7841,0.593,0.664,-5.807,0.0494,0.392,0.0182,0.0475,0.705,177.636,7BrNoeYxtV46QF4JBU5Dg6,304173
7842,0.73,0.562,-11.1,0.0321,0.192,0.912,0.0902,0.965,103.037,5NadgnszrdqPQ8ZmXfGc0Q,203778
7843,0.722,0.502,-10.249,0.0424,0.0394,0.207,0.145,0.65,83.258,5R2hXwoRB4gIgoNXoUuK51,199078
7844,0.794,0.885,-8.367,0.0685,0.0469,0.448,0.0826,0.77,125.975,1ifC2MgGwQlUZZzSoq4sKm,281905
7845,0.752,0.696,-7.553,0.065,0.0269,0.0167,0.202,0.962,125.008,4HGAk3aKP3uVi2JT9ekqTE,183360
7846,0.789,0.84,-7.175,0.0538,0.0138,0.00035,0.0845,0.852,114.998,5ker7RFXuIgj3nRkqlw2Ab,212587
7847,0.664,0.737,-8.473,0.0379,0.024,0.535,0.349,0.185,94.972,5IYokFPKI7eGWmqRlWydB7,291181
7848,0.797,0.53,-9.277,0.115,0.0123,0.37,0.0887,0.821,92.496,0f3r85SHvtDyDK8NNWD5Oy,281427
7849,0.922,0.353,-9.108,0.0516,0.286,0.0,0.402,0.964,98.462,0ERAv1uxJo3cZcEsIjcBcM,205584
7850,0.704,0.684,-8.535,0.131,0.0284,1.17e-05,0.215,0.35,134.041,2qyyS2lOdC7oxZDQ7tCuY0,227984
7851,0.741,0.669,-7.948,0.0419,0.111,0.000193,0.0677,0.818,101.226,2PY4eFX0XuRbLhjLEszcv1,209493
7852,0.618,0.644,-7.773,0.0523,0.136,0.233,0.172,0.499,89.957,6IjBAN6oc5qwhtJkcqG2Ot,258876
7853,0.489,0.614,-9.267,0.0528,0.0559,0.0389,0.212,0.691,201.324,4qYTlFsW6yrigC7AWjUu6m,272453
7854,0.415,0.776,-7.438,0.0369,0.663,0.799,0.0968,0.963,171.101,3Lf3G3HoYLbs3pt0FhecEj,492787
7855,0.701,0.654,-8.6,0.0424,0.0191,0.216,0.0867,0.479,91.985,2YQWNNAKKLi7En5h1eUewp,283089
7856,0.701,0.687,-5.911,0.129,0.114,5.31e-06,0.587,0.65,96.033,3zZWGXbq4ybpt2ux4c0KXV,250467
7857,0.545,0.684,-7.815,0.037,0.108,1e-06,0.156,0.734,96.769,3GyiENpXIQsyuGmrBqCpid,165400
7858,0.651,0.732,-6.004,0.0365,0.187,0.153,0.0485,0.688,159.912,5OyoVt6IEIqAXUFbCJ6TnV,312915
7859,0.509,0.522,-9.501,0.0881,0.184,0.00955,0.112,0.625,89.337,4o5CcQ1vD1Ikr0yeEcb9s6,346280
7860,0.646,0.452,-11.388,0.172,0.0136,0.901,0.0753,0.384,113.278,6zyzHyqAPDqbzqygTKPWIm,254500
7861,0.807,0.819,-6.824,0.0863,0.134,0.0339,0.388,0.695,112.018,4nvCjb3coKeP3myQftq7p8,225427
7862,0.619,0.61,-10.001,0.0818,0.0802,0.000361,0.0717,0.858,99.827,6zDNIslMTDm2LT50XLRPR5,155040
7863,0.71,0.312,-11.451,0.086,0.937,0.915,0.109,0.25,169.953,1oCHMNWzKJdwdwjsPMjXf3,216015
7864,0.74,0.65,-8.456,0.0369,0.274,0.813,0.0723,0.256,109.976,52uw2UmthbMRHWPmnwgyJG,325091
7865,0.793,0.885,-4.136,0.0732,0.0373,0.0075,0.248,0.492,126.037,2jozk0z8f2VISmr83Leyqh,169998
7866,0.814,0.757,-6.699,0.0348,0.00368,0.0638,0.254,0.475,105.0,0ZBsRUiMjxmlCHpuOtwMK1,259239
7867,0.688,0.754,-6.868,0.1,0.047,2.42e-05,0.0844,0.511,97.012,0Qlcog21xaOsllvhjFCF3s,183040
7868,0.857,0.913,-4.663,0.188,0.00225,0.0912,0.0531,0.221,104.856,1oGJQSrIjDgaPb3hGqgQJa,216764
7869,0.472,0.333,-8.121,0.0274,0.379,0.0075,0.261,0.141,159.986,2HiionQ4vRsBnBP8bV18Cm,273068
7870,0.676,0.74,-6.697,0.157,0.0428,0.284,0.389,0.535,191.987,7vCHBZlKywq2pWGRURoYla,285000
7871,0.711,0.784,-4.757,0.0623,0.344,0.675,0.0642,0.87,94.994,5sJisCVqObVduvuOEebPjz,254263
7872,0.776,0.709,-9.477,0.0275,0.258,0.0,0.0297,0.685,94.493,6PO69DyD5srSpA2XDmp1Xi,188853
7873,0.895,0.491,-9.209,0.0669,0.278,0.85,0.117,0.278,104.013,01RnQKoc9CZftqRxxKTPb5,383000
7874,0.707,0.95,-5.8,0.0708,0.00368,0.0,0.231,0.748,124.014,4Vx5Uk2VezZ7UR9z3HEWJi,323779
7875,0.621,0.975,-4.025,0.0565,0.00026,0.721,0.0934,0.78,125.011,315BNMuVr0KgnezbJWJ43d,165130
7876,0.839,0.48,-12.223,0.113,0.323,0.0505,0.0758,0.437,120.973,3HVtIFOvV8xlstCQ5IRcTX,369067
7877,0.618,0.9,-4.77,0.0429,0.0239,0.684,0.328,0.188,105.004,6nZXV4QBvUomA2XPYnbEFc,308213
7878,0.743,0.87,-7.196,0.0708,0.0301,0.457,0.182,0.821,91.993,3sgP8uyDLMBMoCIBzyXhYt,281120
7879,0.747,0.598,-9.211,0.071,0.517,0.00254,0.377,0.806,90.448,17eRr1u5GeuZiKpOmCi9gw,255533
7880,0.683,0.64,-9.015,0.066,0.0331,0.882,0.148,0.775,112.543,3rAyydudm8KSE70GtHVMCR,172360
7881,0.604,0.557,-8.871,0.0352,0.329,0.221,0.327,0.867,131.882,0vy4Wj1r7xfNKXUcUDBpzT,194640
7882,0.784,0.627,-14.617,0.0572,0.0425,0.717,0.0645,0.952,136.879,45aoC0yE3RZGWz5QPb41M1,151440
7883,0.74,0.595,-8.439,0.0376,0.333,0.000822,0.0802,0.941,124.881,1z0KGmCzgrlxktgVhbJlKb,281184
7884,0.866,0.561,-9.679,0.0528,0.208,0.725,0.105,0.663,125.805,3AMLgEBl0klJETA7FiQXuA,328540
7885,0.702,0.579,-10.903,0.0333,0.0958,0.00067,0.1,0.477,90.555,75VDWiZEfAt3dL49kASgvi,254640
7886,0.746,0.582,-7.791,0.0431,0.291,0.024,0.0537,0.861,105.708,2uyCcoHiRGttV0uXaNXGB1,265027
7887,0.697,0.685,-7.215,0.0421,0.00388,0.000506,0.0952,0.578,103.926,7tOAN6w4a1LD0iqkRnIrhZ,201987
7888,0.74,0.754,-5.528,0.0355,0.0423,0.0,0.113,0.819,85.005,3FWAVohe8fpsTSvsfuGHCh,200471
7889,0.9,0.831,-6.916,0.0618,0.128,0.000573,0.0884,0.891,114.983,0uP6Kt6njuCrMGCfJamBjp,245870
7890,0.646,0.71,-4.477,0.228,0.103,0.694,0.111,0.403,199.985,5ROtCoF1EiaHN0ZbKsBMMt,231920
7891,0.624,0.821,-7.276,0.171,0.155,0.0228,0.128,0.853,100.05,5bkbMZ6NzNnXU72tY20LAT,189413
7892,0.634,0.798,-7.404,0.0371,0.312,0.104,0.0511,0.96,112.863,2itphE1vZpELJRmoCP7Ciw,156933
7893,0.82,0.894,-4.834,0.0553,0.0977,0.00963,0.18,0.938,129.979,3WebosFO3K2Jmcynv5FfvL,177231
7894,0.859,0.399,-11.089,0.0451,0.155,0.388,0.0999,0.254,124.009,0YQznyH9mJn6UTwWFHqy4b,397243
7895,0.627,0.641,-5.902,0.033,0.101,0.00455,0.26,0.94,91.991,24fMHoWCFcyuuSDbHWzbPc,264843
7896,0.743,0.854,-5.725,0.0373,0.0158,0.825,0.344,0.756,137.157,0oucyVmfZtpU608vpYA1rs,212467
7897,0.666,0.666,-7.079,0.0378,0.0281,0.0,0.228,0.699,116.383,7gzQzrH2ClI6WZaHLD5emF,167215
7898,0.768,0.743,-6.888,0.0401,0.0452,0.675,0.0876,0.777,98.022,2Soo3R9RhYICBY1rBePvXQ,193725
7899,0.824,0.623,-6.167,0.0485,0.334,0.309,0.101,0.519,128.162,6Mo5jgJe6UaUqab5QUnBu3,772098
7900,0.728,0.515,-10.146,0.0274,0.0184,0.0282,0.0693,0.792,109.987,1LNxaEths4h9zioJN4yjJ4,239875
7901,0.551,0.81,-5.278,0.252,0.0936,0.0,0.259,0.867,171.997,7hyiVcA9047wMnW1eV2qpt,227414
7902,0.619,0.6,-7.344,0.0481,0.00354,0.00131,0.116,0.768,179.906,1VLcW11H614o5Kwx7iIRXW,204080
7903,0.596,0.798,-5.314,0.0324,0.0274,0.0169,0.268,0.963,125.019,4nwvjS6LoAXGtQnvJKJuMY,225547
7904,0.692,0.921,-10.63,0.0778,0.117,0.709,0.213,0.965,103.423,5P1vcUYy4BxJA1jWpSXPia,218400
7905,0.522,0.672,-9.058,0.039,0.0785,0.418,0.0864,0.75,155.833,3vo1FajskK841e2gcxHpqB,246613
7906,0.746,0.694,-3.94,0.0907,0.0885,0.328,0.0432,0.749,190.526,6sFHjrXRnVnovScPxP1CfU,228547
7907,0.838,0.652,-6.652,0.0499,0.00919,0.484,0.039,0.682,89.021,0iCpsyn72qAsDI0wTSkln6,217427
7908,0.739,0.715,-4.778,0.032,0.208,0.00016,0.0715,0.802,93.009,2tyEPvpKX4m20YOGo5W6O4,216987
7909,0.493,0.691,-8.003,0.0355,0.0162,0.895,0.535,0.847,182.234,2TPTqpa95UsloVWAhA1noC,161427
7910,0.355,0.489,-7.37,0.0949,0.116,0.00442,0.185,0.658,205.189,1FoQrqyhHX3XdK1WxCRPhs,182230
7911,0.756,0.694,-5.374,0.0535,0.211,0.0111,0.111,0.894,94.013,1H44XT1xN2Ubxa2wLqjCDT,184085
7912,0.762,0.867,-7.839,0.0598,0.118,0.309,0.111,0.946,100.007,6OeJeWjfKD2DH043iVbWl9,196819
7913,0.768,0.693,-6.465,0.0395,0.0642,3.75e-06,0.0749,0.936,93.634,7vHl66ZGtH6xjo5cIKc8lp,220603
7914,0.719,0.759,-6.475,0.0563,0.0226,0.0133,0.407,0.728,94.0,5RSWOzjwtd0909e9VoFUgv,234894
7915,0.533,0.661,-9.071,0.0285,0.000641,0.879,0.109,0.65,93.01,6sw14AwhE25iHcwsPf0jxs,254607
7916,0.605,0.758,-7.018,0.153,0.000219,0.00103,0.197,0.547,196.398,4D7XVc4Km84Uv9h8QBfp0r,337083
7917,0.718,0.73,-8.676,0.038,0.0693,0.00327,0.065,0.945,95.022,4KFgeqZSWRUbd3LKRAM89I,150947
7918,0.929,0.8,-6.267,0.19,0.0449,0.736,0.131,0.275,100.016,01BiJFQNXTRWNjofrSvWjZ,231140
